date,team,request_type,team_request_type,volume
2021-10-01 00:00:00,Team E,Request 16,Team E - Request 16,838
2021-10-01 00:00:00,Team E,Request 15,Team E - Request 15,939
2021-10-01 00:00:00,Team E,Request 14,Team E - Request 14,816
2021-10-01 00:00:00,Team E,Request 13,Team E - Request 13,11
2021-10-01 00:00:00,Team E,Request 12,Team E - Request 12,939
2021-10-01 00:00:00,Team E,Request 11,Team E - Request 11,455
2021-10-01 00:00:00,Team E,Request 10,Team E - Request 10,489
2021-10-01 00:00:00,Team D,Request 16,Team D - Request 16,756
2021-10-01 00:00:00,Team E,Request 9,Team E - Request 9,676
2021-10-01 00:00:00,Team E,Request 7,Team E - Request 7,353
2021-10-01 00:00:00,Team E,Request 6,Team E - Request 6,466
2021-10-01 00:00:00,Team E,Request 5,Team E - Request 5,495
2021-10-01 00:00:00,Team E,Request 4,Team E - Request 4,798
2021-10-01 00:00:00,Team E,Request 3,Team E - Request 3,848
2021-10-01 00:00:00,Team E,Request 2,Team E - Request 2,58
2021-10-01 00:00:00,Team E,Request 1,Team E - Request 1,960
2021-10-01 00:00:00,Team D,Request 20,Team D - Request 20,925
2021-10-01 00:00:00,Team D,Request 19,Team D - Request 19,414
2021-10-01 00:00:00,Team D,Request 18,Team D - Request 18,232
2021-10-01 00:00:00,Team E,Request 8,Team E - Request 8,951
2021-10-01 00:00:00,Team C,Request 11,Team C - Request 11,746
2021-10-01 00:00:00,Team E,Request 20,Team E - Request 20,987
2021-10-01 00:00:00,Team C,Request 9,Team C - Request 9,533
2021-10-01 00:00:00,Team B,Request 2,Team B - Request 2,935
2021-10-01 00:00:00,Team B,Request 1,Team B - Request 1,917
2021-10-01 00:00:00,Team A,Request 20,Team A - Request 20,389
2021-10-01 00:00:00,Team A,Request 19,Team A - Request 19,887
2021-10-01 00:00:00,Team A,Request 18,Team A - Request 18,988
2021-10-01 00:00:00,Team A,Request 17,Team A - Request 17,959
2021-10-01 00:00:00,Team A,Request 16,Team A - Request 16,539
2021-10-01 00:00:00,Team A,Request 15,Team A - Request 15,767
2021-10-01 00:00:00,Team A,Request 14,Team A - Request 14,374
2021-10-01 00:00:00,Team A,Request 13,Team A - Request 13,192
2021-10-01 00:00:00,Team B,Request 3,Team B - Request 3,74
2021-10-01 00:00:00,Team A,Request 12,Team A - Request 12,189
2021-10-01 00:00:00,Team A,Request 10,Team A - Request 10,309
2021-10-01 00:00:00,Team A,Request 9,Team A - Request 9,710
2021-10-01 00:00:00,Team A,Request 8,Team A - Request 8,258
2021-10-01 00:00:00,Team A,Request 7,Team A - Request 7,460
2021-10-01 00:00:00,Team A,Request 6,Team A - Request 6,994
2021-10-01 00:00:00,Team A,Request 5,Team A - Request 5,298
2021-10-01 00:00:00,Team A,Request 4,Team A - Request 4,539
2021-10-01 00:00:00,Team A,Request 3,Team A - Request 3,518
2021-10-01 00:00:00,Team A,Request 2,Team A - Request 2,521
2021-10-01 00:00:00,Team A,Request 1,Team A - Request 1,332
2021-10-01 00:00:00,Team A,Request 11,Team A - Request 11,691
2021-10-01 00:00:00,Team B,Request 4,Team B - Request 4,145
2021-10-01 00:00:00,Team C,Request 10,Team C - Request 10,71
2021-10-01 00:00:00,Team B,Request 6,Team B - Request 6,871
2021-10-01 00:00:00,Team C,Request 8,Team C - Request 8,194
2021-10-01 00:00:00,Team C,Request 7,Team C - Request 7,721
2021-10-01 00:00:00,Team C,Request 6,Team C - Request 6,180
2021-10-01 00:00:00,Team C,Request 5,Team C - Request 5,858
2021-10-01 00:00:00,Team C,Request 4,Team C - Request 4,187
2021-10-01 00:00:00,Team C,Request 3,Team C - Request 3,596
2021-10-01 00:00:00,Team B,Request 5,Team B - Request 5,425
2021-10-01 00:00:00,Team C,Request 1,Team C - Request 1,848
2021-10-01 00:00:00,Team B,Request 20,Team B - Request 20,949
2021-10-01 00:00:00,Team B,Request 19,Team B - Request 19,824
2021-10-01 00:00:00,Team B,Request 18,Team B - Request 18,843
2021-10-01 00:00:00,Team C,Request 2,Team C - Request 2,37
2021-10-01 00:00:00,Team B,Request 16,Team B - Request 16,969
2021-10-01 00:00:00,Team B,Request 15,Team B - Request 15,563
2021-10-01 00:00:00,Team B,Request 14,Team B - Request 14,565
2021-10-01 00:00:00,Team B,Request 13,Team B - Request 13,667
2021-10-01 00:00:00,Team B,Request 12,Team B - Request 12,960
2021-10-01 00:00:00,Team B,Request 11,Team B - Request 11,648
2021-10-01 00:00:00,Team B,Request 10,Team B - Request 10,83
2021-10-01 00:00:00,Team B,Request 9,Team B - Request 9,756
2021-10-01 00:00:00,Team B,Request 8,Team B - Request 8,211
2021-10-01 00:00:00,Team B,Request 7,Team B - Request 7,858
2021-10-01 00:00:00,Team B,Request 17,Team B - Request 17,696
2021-11-01 00:00:00,Team D,Request 6,Team D - Request 6,888
2021-11-01 00:00:00,Team D,Request 7,Team D - Request 7,706
2021-11-01 00:00:00,Team D,Request 8,Team D - Request 8,988
2021-11-01 00:00:00,Team D,Request 9,Team D - Request 9,802
2021-11-01 00:00:00,Team D,Request 14,Team D - Request 14,805
2021-11-01 00:00:00,Team D,Request 11,Team D - Request 11,755
2021-11-01 00:00:00,Team D,Request 12,Team D - Request 12,486
2021-11-01 00:00:00,Team D,Request 13,Team D - Request 13,513
2021-11-01 00:00:00,Team D,Request 10,Team D - Request 10,539
2021-11-01 00:00:00,Team D,Request 5,Team D - Request 5,288
2021-11-01 00:00:00,Team C,Request 13,Team C - Request 13,120
2021-11-01 00:00:00,Team D,Request 3,Team D - Request 3,646
2021-11-01 00:00:00,Team D,Request 2,Team D - Request 2,395
2021-11-01 00:00:00,Team D,Request 1,Team D - Request 1,537
2021-11-01 00:00:00,Team C,Request 20,Team C - Request 20,160
2021-11-01 00:00:00,Team C,Request 19,Team C - Request 19,961
2021-11-01 00:00:00,Team C,Request 18,Team C - Request 18,414
2021-11-01 00:00:00,Team C,Request 17,Team C - Request 17,894
2021-11-01 00:00:00,Team C,Request 16,Team C - Request 16,532
2021-11-01 00:00:00,Team C,Request 15,Team C - Request 15,143
2021-11-01 00:00:00,Team C,Request 14,Team C - Request 14,719
2021-11-01 00:00:00,Team D,Request 15,Team D - Request 15,717
2021-11-01 00:00:00,Team D,Request 4,Team D - Request 4,601
2021-11-01 00:00:00,Team D,Request 16,Team D - Request 16,224
2021-11-01 00:00:00,Team E,Request 8,Team E - Request 8,69
2021-11-01 00:00:00,Team D,Request 18,Team D - Request 18,510
2021-11-01 00:00:00,Team C,Request 12,Team C - Request 12,998
2021-11-01 00:00:00,Team E,Request 20,Team E - Request 20,816
2021-11-01 00:00:00,Team E,Request 19,Team E - Request 19,480
2021-11-01 00:00:00,Team E,Request 18,Team E - Request 18,609
2021-11-01 00:00:00,Team E,Request 17,Team E - Request 17,224
2021-11-01 00:00:00,Team E,Request 16,Team E - Request 16,292
2021-11-01 00:00:00,Team E,Request 15,Team E - Request 15,73
2021-11-01 00:00:00,Team E,Request 14,Team E - Request 14,934
2021-11-01 00:00:00,Team E,Request 13,Team E - Request 13,75
2021-11-01 00:00:00,Team E,Request 12,Team E - Request 12,900
2021-11-01 00:00:00,Team D,Request 17,Team D - Request 17,148
2021-11-01 00:00:00,Team E,Request 11,Team E - Request 11,922
2021-11-01 00:00:00,Team E,Request 9,Team E - Request 9,808
2021-11-01 00:00:00,Team E,Request 7,Team E - Request 7,734
2021-11-01 00:00:00,Team E,Request 6,Team E - Request 6,49
2021-11-01 00:00:00,Team E,Request 5,Team E - Request 5,407
2021-11-01 00:00:00,Team E,Request 4,Team E - Request 4,802
2021-11-01 00:00:00,Team E,Request 3,Team E - Request 3,648
2021-11-01 00:00:00,Team E,Request 2,Team E - Request 2,943
2021-11-01 00:00:00,Team E,Request 1,Team E - Request 1,745
2021-11-01 00:00:00,Team D,Request 20,Team D - Request 20,790
2021-11-01 00:00:00,Team D,Request 19,Team D - Request 19,404
2021-11-01 00:00:00,Team E,Request 10,Team E - Request 10,270
2021-11-01 00:00:00,Team C,Request 11,Team C - Request 11,723
2021-11-01 00:00:00,Team C,Request 10,Team C - Request 10,531
2021-11-01 00:00:00,Team C,Request 9,Team C - Request 9,367
2021-11-01 00:00:00,Team B,Request 2,Team B - Request 2,389
2021-11-01 00:00:00,Team B,Request 1,Team B - Request 1,825
2021-11-01 00:00:00,Team A,Request 20,Team A - Request 20,856
2021-11-01 00:00:00,Team A,Request 19,Team A - Request 19,319
2021-11-01 00:00:00,Team A,Request 18,Team A - Request 18,912
2021-11-01 00:00:00,Team A,Request 17,Team A - Request 17,514
2021-11-01 00:00:00,Team A,Request 16,Team A - Request 16,305
2021-11-01 00:00:00,Team A,Request 15,Team A - Request 15,504
2021-11-01 00:00:00,Team A,Request 14,Team A - Request 14,871
2021-11-01 00:00:00,Team A,Request 13,Team A - Request 13,388
2021-11-01 00:00:00,Team A,Request 12,Team A - Request 12,663
2021-11-01 00:00:00,Team A,Request 11,Team A - Request 11,315
2021-11-01 00:00:00,Team A,Request 10,Team A - Request 10,672
2021-11-01 00:00:00,Team A,Request 9,Team A - Request 9,924
2021-11-01 00:00:00,Team A,Request 8,Team A - Request 8,349
2021-11-01 00:00:00,Team A,Request 7,Team A - Request 7,492
2021-11-01 00:00:00,Team A,Request 6,Team A - Request 6,979
2021-11-01 00:00:00,Team A,Request 5,Team A - Request 5,38
2021-11-01 00:00:00,Team A,Request 4,Team A - Request 4,867
2021-11-01 00:00:00,Team A,Request 3,Team A - Request 3,174
2021-11-01 00:00:00,Team A,Request 2,Team A - Request 2,338
2021-11-01 00:00:00,Team B,Request 3,Team B - Request 3,601
2021-11-01 00:00:00,Team B,Request 4,Team B - Request 4,617
2021-11-01 00:00:00,Team A,Request 1,Team A - Request 1,758
2021-11-01 00:00:00,Team B,Request 6,Team B - Request 6,477
2021-11-01 00:00:00,Team B,Request 5,Team B - Request 5,11
2021-11-01 00:00:00,Team C,Request 8,Team C - Request 8,140
2021-11-01 00:00:00,Team C,Request 7,Team C - Request 7,125
2021-11-01 00:00:00,Team C,Request 6,Team C - Request 6,560
2021-11-01 00:00:00,Team C,Request 5,Team C - Request 5,519
2021-11-01 00:00:00,Team C,Request 4,Team C - Request 4,732
2021-11-01 00:00:00,Team C,Request 3,Team C - Request 3,631
2021-11-01 00:00:00,Team C,Request 1,Team C - Request 1,527
2021-11-01 00:00:00,Team B,Request 20,Team B - Request 20,862
2021-11-01 00:00:00,Team B,Request 19,Team B - Request 19,96
2021-11-01 00:00:00,Team B,Request 18,Team B - Request 18,688
2021-11-01 00:00:00,Team C,Request 2,Team C - Request 2,856
2021-11-01 00:00:00,Team B,Request 16,Team B - Request 16,673
2021-11-01 00:00:00,Team B,Request 15,Team B - Request 15,928
2021-11-01 00:00:00,Team B,Request 14,Team B - Request 14,274
2021-11-01 00:00:00,Team B,Request 7,Team B - Request 7,556
2021-11-01 00:00:00,Team B,Request 13,Team B - Request 13,470
2021-11-01 00:00:00,Team B,Request 12,Team B - Request 12,907
2021-11-01 00:00:00,Team B,Request 11,Team B - Request 11,113
2021-11-01 00:00:00,Team B,Request 10,Team B - Request 10,22
2021-11-01 00:00:00,Team B,Request 9,Team B - Request 9,290
2021-11-01 00:00:00,Team B,Request 8,Team B - Request 8,522
2021-11-01 00:00:00,Team B,Request 17,Team B - Request 17,963
2021-12-01 00:00:00,Team D,Request 6,Team D - Request 6,398
2021-12-01 00:00:00,Team D,Request 7,Team D - Request 7,446
2021-12-01 00:00:00,Team D,Request 8,Team D - Request 8,747
2021-12-01 00:00:00,Team D,Request 13,Team D - Request 13,248
2021-12-01 00:00:00,Team D,Request 10,Team D - Request 10,748
2021-12-01 00:00:00,Team D,Request 11,Team D - Request 11,189
2021-12-01 00:00:00,Team D,Request 12,Team D - Request 12,538
2021-12-01 00:00:00,Team D,Request 5,Team D - Request 5,930
2021-12-01 00:00:00,Team D,Request 9,Team D - Request 9,106
2021-12-01 00:00:00,Team D,Request 4,Team D - Request 4,200
2021-12-01 00:00:00,Team C,Request 13,Team C - Request 13,648
2021-12-01 00:00:00,Team D,Request 2,Team D - Request 2,997
2021-12-01 00:00:00,Team D,Request 1,Team D - Request 1,182
2021-12-01 00:00:00,Team C,Request 20,Team C - Request 20,625
2021-12-01 00:00:00,Team C,Request 19,Team C - Request 19,707
2021-12-01 00:00:00,Team C,Request 18,Team C - Request 18,305
2021-12-01 00:00:00,Team C,Request 17,Team C - Request 17,453
2021-12-01 00:00:00,Team C,Request 16,Team C - Request 16,998
2021-12-01 00:00:00,Team C,Request 15,Team C - Request 15,215
2021-12-01 00:00:00,Team C,Request 14,Team C - Request 14,19
2021-12-01 00:00:00,Team D,Request 14,Team D - Request 14,421
2021-12-01 00:00:00,Team D,Request 3,Team D - Request 3,320
2021-12-01 00:00:00,Team D,Request 15,Team D - Request 15,899
2021-12-01 00:00:00,Team E,Request 7,Team E - Request 7,350
2021-12-01 00:00:00,Team D,Request 17,Team D - Request 17,376
2021-12-01 00:00:00,Team C,Request 12,Team C - Request 12,680
2021-12-01 00:00:00,Team E,Request 19,Team E - Request 19,848
2021-12-01 00:00:00,Team E,Request 18,Team E - Request 18,587
2021-12-01 00:00:00,Team E,Request 17,Team E - Request 17,834
2021-12-01 00:00:00,Team E,Request 16,Team E - Request 16,499
2021-12-01 00:00:00,Team E,Request 15,Team E - Request 15,939
2021-12-01 00:00:00,Team E,Request 14,Team E - Request 14,191
2021-12-01 00:00:00,Team E,Request 13,Team E - Request 13,843
2021-12-01 00:00:00,Team E,Request 12,Team E - Request 12,16
2021-12-01 00:00:00,Team E,Request 11,Team E - Request 11,621
2021-12-01 00:00:00,Team D,Request 16,Team D - Request 16,386
2021-12-01 00:00:00,Team E,Request 10,Team E - Request 10,982
2021-12-01 00:00:00,Team E,Request 8,Team E - Request 8,186
2021-12-01 00:00:00,Team E,Request 6,Team E - Request 6,770
2021-12-01 00:00:00,Team E,Request 5,Team E - Request 5,179
2021-12-01 00:00:00,Team E,Request 4,Team E - Request 4,495
2021-12-01 00:00:00,Team E,Request 3,Team E - Request 3,446
2021-12-01 00:00:00,Team E,Request 2,Team E - Request 2,910
2021-12-01 00:00:00,Team E,Request 1,Team E - Request 1,70
2021-12-01 00:00:00,Team D,Request 20,Team D - Request 20,365
2021-12-01 00:00:00,Team D,Request 19,Team D - Request 19,788
2021-12-01 00:00:00,Team D,Request 18,Team D - Request 18,597
2021-12-01 00:00:00,Team E,Request 9,Team E - Request 9,434
2021-12-01 00:00:00,Team C,Request 11,Team C - Request 11,888
2021-12-01 00:00:00,Team E,Request 20,Team E - Request 20,860
2021-12-01 00:00:00,Team C,Request 9,Team C - Request 9,557
2021-12-01 00:00:00,Team B,Request 2,Team B - Request 2,430
2021-12-01 00:00:00,Team B,Request 1,Team B - Request 1,482
2021-12-01 00:00:00,Team A,Request 20,Team A - Request 20,774
2021-12-01 00:00:00,Team A,Request 19,Team A - Request 19,793
2021-12-01 00:00:00,Team A,Request 18,Team A - Request 18,874
2021-12-01 00:00:00,Team A,Request 17,Team A - Request 17,570
2021-12-01 00:00:00,Team A,Request 16,Team A - Request 16,669
2021-12-01 00:00:00,Team A,Request 15,Team A - Request 15,656
2021-12-01 00:00:00,Team A,Request 14,Team A - Request 14,301
2021-12-01 00:00:00,Team A,Request 13,Team A - Request 13,812
2021-12-01 00:00:00,Team B,Request 3,Team B - Request 3,85
2021-12-01 00:00:00,Team A,Request 12,Team A - Request 12,600
2021-12-01 00:00:00,Team A,Request 10,Team A - Request 10,699
2021-12-01 00:00:00,Team A,Request 9,Team A - Request 9,314
2021-12-01 00:00:00,Team A,Request 8,Team A - Request 8,772
2021-12-01 00:00:00,Team A,Request 7,Team A - Request 7,503
2021-12-01 00:00:00,Team A,Request 6,Team A - Request 6,371
2021-12-01 00:00:00,Team A,Request 5,Team A - Request 5,981
2021-12-01 00:00:00,Team A,Request 4,Team A - Request 4,100
2021-12-01 00:00:00,Team A,Request 3,Team A - Request 3,983
2021-12-01 00:00:00,Team A,Request 2,Team A - Request 2,867
2021-12-01 00:00:00,Team A,Request 1,Team A - Request 1,765
2021-12-01 00:00:00,Team A,Request 11,Team A - Request 11,156
2021-12-01 00:00:00,Team B,Request 4,Team B - Request 4,708
2021-12-01 00:00:00,Team C,Request 10,Team C - Request 10,533
2021-12-01 00:00:00,Team B,Request 6,Team B - Request 6,461
2021-12-01 00:00:00,Team B,Request 5,Team B - Request 5,144
2021-12-01 00:00:00,Team C,Request 8,Team C - Request 8,294
2021-12-01 00:00:00,Team C,Request 7,Team C - Request 7,28
2021-12-01 00:00:00,Team C,Request 6,Team C - Request 6,440
2021-12-01 00:00:00,Team C,Request 5,Team C - Request 5,608
2021-12-01 00:00:00,Team C,Request 4,Team C - Request 4,505
2021-12-01 00:00:00,Team C,Request 3,Team C - Request 3,449
2021-12-01 00:00:00,Team C,Request 1,Team C - Request 1,980
2021-12-01 00:00:00,Team B,Request 20,Team B - Request 20,942
2021-12-01 00:00:00,Team B,Request 19,Team B - Request 19,724
2021-12-01 00:00:00,Team B,Request 18,Team B - Request 18,801
2021-12-01 00:00:00,Team C,Request 2,Team C - Request 2,575
2021-12-01 00:00:00,Team B,Request 16,Team B - Request 16,126
2021-12-01 00:00:00,Team B,Request 15,Team B - Request 15,24
2021-12-01 00:00:00,Team B,Request 14,Team B - Request 14,544
2021-12-01 00:00:00,Team B,Request 7,Team B - Request 7,90
2021-12-01 00:00:00,Team B,Request 13,Team B - Request 13,500
2021-12-01 00:00:00,Team B,Request 12,Team B - Request 12,73
2021-12-01 00:00:00,Team B,Request 11,Team B - Request 11,987
2021-12-01 00:00:00,Team B,Request 10,Team B - Request 10,500
2021-12-01 00:00:00,Team B,Request 9,Team B - Request 9,404
2021-12-01 00:00:00,Team B,Request 8,Team B - Request 8,462
2021-12-01 00:00:00,Team B,Request 17,Team B - Request 17,989
2022-01-01 00:00:00,Team D,Request 6,Team D - Request 6,920
2022-01-01 00:00:00,Team D,Request 7,Team D - Request 7,591
2022-01-01 00:00:00,Team D,Request 8,Team D - Request 8,885
2022-01-01 00:00:00,Team D,Request 13,Team D - Request 13,38
2022-01-01 00:00:00,Team D,Request 10,Team D - Request 10,354
2022-01-01 00:00:00,Team D,Request 11,Team D - Request 11,68
2022-01-01 00:00:00,Team D,Request 12,Team D - Request 12,744
2022-01-01 00:00:00,Team D,Request 5,Team D - Request 5,627
2022-01-01 00:00:00,Team D,Request 9,Team D - Request 9,727
2022-01-01 00:00:00,Team D,Request 4,Team D - Request 4,883
2022-01-01 00:00:00,Team C,Request 13,Team C - Request 13,690
2022-01-01 00:00:00,Team D,Request 2,Team D - Request 2,842
2022-01-01 00:00:00,Team D,Request 1,Team D - Request 1,631
2022-01-01 00:00:00,Team C,Request 20,Team C - Request 20,948
2022-01-01 00:00:00,Team C,Request 19,Team C - Request 19,697
2022-01-01 00:00:00,Team C,Request 18,Team C - Request 18,956
2022-01-01 00:00:00,Team C,Request 17,Team C - Request 17,216
2022-01-01 00:00:00,Team C,Request 16,Team C - Request 16,460
2022-01-01 00:00:00,Team C,Request 15,Team C - Request 15,849
2022-01-01 00:00:00,Team C,Request 14,Team C - Request 14,216
2022-01-01 00:00:00,Team D,Request 14,Team D - Request 14,131
2022-01-01 00:00:00,Team D,Request 3,Team D - Request 3,523
2022-01-01 00:00:00,Team D,Request 15,Team D - Request 15,11
2022-01-01 00:00:00,Team E,Request 7,Team E - Request 7,514
2022-01-01 00:00:00,Team D,Request 17,Team D - Request 17,763
2022-01-01 00:00:00,Team C,Request 12,Team C - Request 12,524
2022-01-01 00:00:00,Team E,Request 19,Team E - Request 19,775
2022-01-01 00:00:00,Team E,Request 18,Team E - Request 18,588
2022-01-01 00:00:00,Team E,Request 17,Team E - Request 17,716
2022-01-01 00:00:00,Team E,Request 16,Team E - Request 16,143
2022-01-01 00:00:00,Team E,Request 15,Team E - Request 15,912
2022-01-01 00:00:00,Team E,Request 14,Team E - Request 14,493
2022-01-01 00:00:00,Team E,Request 13,Team E - Request 13,853
2022-01-01 00:00:00,Team E,Request 12,Team E - Request 12,971
2022-01-01 00:00:00,Team E,Request 11,Team E - Request 11,587
2022-01-01 00:00:00,Team D,Request 16,Team D - Request 16,896
2022-01-01 00:00:00,Team E,Request 10,Team E - Request 10,933
2022-01-01 00:00:00,Team E,Request 8,Team E - Request 8,423
2022-01-01 00:00:00,Team E,Request 6,Team E - Request 6,843
2022-01-01 00:00:00,Team E,Request 5,Team E - Request 5,745
2022-01-01 00:00:00,Team E,Request 4,Team E - Request 4,455
2022-01-01 00:00:00,Team E,Request 3,Team E - Request 3,867
2022-01-01 00:00:00,Team E,Request 2,Team E - Request 2,290
2022-01-01 00:00:00,Team E,Request 1,Team E - Request 1,281
2022-01-01 00:00:00,Team D,Request 20,Team D - Request 20,138
2022-01-01 00:00:00,Team D,Request 19,Team D - Request 19,581
2022-01-01 00:00:00,Team D,Request 18,Team D - Request 18,984
2022-01-01 00:00:00,Team E,Request 9,Team E - Request 9,557
2022-01-01 00:00:00,Team C,Request 11,Team C - Request 11,162
2022-01-01 00:00:00,Team E,Request 20,Team E - Request 20,604
2022-01-01 00:00:00,Team C,Request 9,Team C - Request 9,857
2022-01-01 00:00:00,Team B,Request 2,Team B - Request 2,173
2022-01-01 00:00:00,Team B,Request 1,Team B - Request 1,463
2022-01-01 00:00:00,Team A,Request 20,Team A - Request 20,546
2022-01-01 00:00:00,Team A,Request 19,Team A - Request 19,680
2022-01-01 00:00:00,Team A,Request 18,Team A - Request 18,622
2022-01-01 00:00:00,Team A,Request 17,Team A - Request 17,730
2022-01-01 00:00:00,Team A,Request 16,Team A - Request 16,342
2022-01-01 00:00:00,Team A,Request 15,Team A - Request 15,549
2022-01-01 00:00:00,Team A,Request 14,Team A - Request 14,361
2022-01-01 00:00:00,Team A,Request 13,Team A - Request 13,286
2022-01-01 00:00:00,Team B,Request 3,Team B - Request 3,101
2022-01-01 00:00:00,Team A,Request 12,Team A - Request 12,48
2022-01-01 00:00:00,Team A,Request 10,Team A - Request 10,470
2022-01-01 00:00:00,Team A,Request 9,Team A - Request 9,158
2022-01-01 00:00:00,Team A,Request 8,Team A - Request 8,806
2022-01-01 00:00:00,Team A,Request 7,Team A - Request 7,883
2022-01-01 00:00:00,Team A,Request 6,Team A - Request 6,128
2022-01-01 00:00:00,Team A,Request 5,Team A - Request 5,951
2022-01-01 00:00:00,Team A,Request 4,Team A - Request 4,525
2022-01-01 00:00:00,Team A,Request 3,Team A - Request 3,92
2022-01-01 00:00:00,Team A,Request 2,Team A - Request 2,644
2022-01-01 00:00:00,Team A,Request 1,Team A - Request 1,837
2022-01-01 00:00:00,Team A,Request 11,Team A - Request 11,885
2022-01-01 00:00:00,Team B,Request 4,Team B - Request 4,849
2022-01-01 00:00:00,Team C,Request 10,Team C - Request 10,515
2022-01-01 00:00:00,Team B,Request 6,Team B - Request 6,829
2022-01-01 00:00:00,Team C,Request 8,Team C - Request 8,775
2022-01-01 00:00:00,Team C,Request 7,Team C - Request 7,178
2022-01-01 00:00:00,Team C,Request 6,Team C - Request 6,164
2022-01-01 00:00:00,Team C,Request 5,Team C - Request 5,917
2022-01-01 00:00:00,Team C,Request 4,Team C - Request 4,855
2022-01-01 00:00:00,Team C,Request 3,Team C - Request 3,26
2022-01-01 00:00:00,Team B,Request 5,Team B - Request 5,626
2022-01-01 00:00:00,Team C,Request 1,Team C - Request 1,151
2022-01-01 00:00:00,Team B,Request 20,Team B - Request 20,910
2022-01-01 00:00:00,Team B,Request 19,Team B - Request 19,524
2022-01-01 00:00:00,Team B,Request 18,Team B - Request 18,332
2022-01-01 00:00:00,Team C,Request 2,Team C - Request 2,902
2022-01-01 00:00:00,Team B,Request 16,Team B - Request 16,556
2022-01-01 00:00:00,Team B,Request 15,Team B - Request 15,518
2022-01-01 00:00:00,Team B,Request 14,Team B - Request 14,558
2022-01-01 00:00:00,Team B,Request 13,Team B - Request 13,211
2022-01-01 00:00:00,Team B,Request 12,Team B - Request 12,135
2022-01-01 00:00:00,Team B,Request 11,Team B - Request 11,81
2022-01-01 00:00:00,Team B,Request 10,Team B - Request 10,839
2022-01-01 00:00:00,Team B,Request 9,Team B - Request 9,581
2022-01-01 00:00:00,Team B,Request 8,Team B - Request 8,180
2022-01-01 00:00:00,Team B,Request 7,Team B - Request 7,734
2022-01-01 00:00:00,Team B,Request 17,Team B - Request 17,805
2022-02-01 00:00:00,Team D,Request 5,Team D - Request 5,35
2022-02-01 00:00:00,Team D,Request 6,Team D - Request 6,320
2022-02-01 00:00:00,Team D,Request 7,Team D - Request 7,65
2022-02-01 00:00:00,Team D,Request 8,Team D - Request 8,349
2022-02-01 00:00:00,Team D,Request 13,Team D - Request 13,597
2022-02-01 00:00:00,Team D,Request 10,Team D - Request 10,286
2022-02-01 00:00:00,Team D,Request 11,Team D - Request 11,66
2022-02-01 00:00:00,Team D,Request 12,Team D - Request 12,598
2022-02-01 00:00:00,Team D,Request 9,Team D - Request 9,444
2022-02-01 00:00:00,Team D,Request 4,Team D - Request 4,671
2022-02-01 00:00:00,Team C,Request 12,Team C - Request 12,808
2022-02-01 00:00:00,Team D,Request 2,Team D - Request 2,639
2022-02-01 00:00:00,Team D,Request 1,Team D - Request 1,298
2022-02-01 00:00:00,Team C,Request 20,Team C - Request 20,579
2022-02-01 00:00:00,Team C,Request 19,Team C - Request 19,308
2022-02-01 00:00:00,Team C,Request 18,Team C - Request 18,226
2022-02-01 00:00:00,Team C,Request 17,Team C - Request 17,431
2022-02-01 00:00:00,Team C,Request 16,Team C - Request 16,451
2022-02-01 00:00:00,Team C,Request 15,Team C - Request 15,445
2022-02-01 00:00:00,Team C,Request 14,Team C - Request 14,38
2022-02-01 00:00:00,Team C,Request 13,Team C - Request 13,200
2022-02-01 00:00:00,Team D,Request 14,Team D - Request 14,745
2022-02-01 00:00:00,Team D,Request 3,Team D - Request 3,88
2022-02-01 00:00:00,Team D,Request 15,Team D - Request 15,100
2022-02-01 00:00:00,Team E,Request 7,Team E - Request 7,146
2022-02-01 00:00:00,Team D,Request 17,Team D - Request 17,111
2022-02-01 00:00:00,Team C,Request 11,Team C - Request 11,321
2022-02-01 00:00:00,Team E,Request 19,Team E - Request 19,828
2022-02-01 00:00:00,Team E,Request 18,Team E - Request 18,28
2022-02-01 00:00:00,Team E,Request 17,Team E - Request 17,333
2022-02-01 00:00:00,Team E,Request 16,Team E - Request 16,340
2022-02-01 00:00:00,Team E,Request 15,Team E - Request 15,79
2022-02-01 00:00:00,Team E,Request 14,Team E - Request 14,329
2022-02-01 00:00:00,Team E,Request 13,Team E - Request 13,835
2022-02-01 00:00:00,Team E,Request 12,Team E - Request 12,24
2022-02-01 00:00:00,Team E,Request 11,Team E - Request 11,414
2022-02-01 00:00:00,Team D,Request 16,Team D - Request 16,167
2022-02-01 00:00:00,Team E,Request 10,Team E - Request 10,353
2022-02-01 00:00:00,Team E,Request 8,Team E - Request 8,637
2022-02-01 00:00:00,Team E,Request 6,Team E - Request 6,595
2022-02-01 00:00:00,Team E,Request 5,Team E - Request 5,682
2022-02-01 00:00:00,Team E,Request 4,Team E - Request 4,710
2022-02-01 00:00:00,Team E,Request 3,Team E - Request 3,202
2022-02-01 00:00:00,Team E,Request 2,Team E - Request 2,570
2022-02-01 00:00:00,Team E,Request 1,Team E - Request 1,641
2022-02-01 00:00:00,Team D,Request 20,Team D - Request 20,945
2022-02-01 00:00:00,Team D,Request 19,Team D - Request 19,16
2022-02-01 00:00:00,Team D,Request 18,Team D - Request 18,793
2022-02-01 00:00:00,Team E,Request 9,Team E - Request 9,637
2022-02-01 00:00:00,Team E,Request 20,Team E - Request 20,575
2022-02-01 00:00:00,Team C,Request 10,Team C - Request 10,980
